Device Information,,,,,,,,,,,,,,,,,,,Disposition Information,,,,,,,,,,,,,,Notes,Device Location,,,,,Data Source,,,,
0266,DDC1-IPS-ASW1,DDC1-IPS-ASW2,JPE14430227,10.254.146.139,Arista,DCS-7050TX-96,4.14.9M,arista_eos,Switch,Physical,,Yes,85,16,9,POD 2 - OC,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,"Et19                           up             up       DDC1-POD2ESX060 C4-P2
Et24                           up             up       DDC1-POD2ESX055 C4-P2
Et43                           up             up       BU9077 DDC1-POD2ESX061-C4-P2
Et44                           up             up       BU9077 DDC1-POD2ESX062-C4-P2
Et50/8                         up             up       BU8000-DDCNTAPCL04E-e8h
Et50/9                         up             up       BU8000-DDCNTAPCL04F-e8h
Et50/10                        up             up       BU8000-DDCNTAPCL01I-e8h
Et50/11                        up             up       BU8000-DDCNTAPCL01J-e8h",10.October,,AHEAD,01.Operational,,,,Storage left?,,A room,A18-Z,2,1,,,Y,Y,
0267,DDC1-IPS-ASW2,DDC1-IPS-ASW3,JPE16194735,10.254.146.173,Arista,DCS-7050TX-64,4.16.7M,arista_eos,Switch,Physical,,Yes,65,7,8,POD 2 - OC,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,Ready to decommission?,,A room,A18-Y,2,1,,,Y,Y,
0268,DDC1-IPS-ASW3,DDC1-IPS-ASW4,JPE16194643,10.254.146.174,Arista,DCS-7050TX-64,4.16.7M,arista_eos,Switch,Physical,,Yes,65,7,8,POD 2 - OC,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,Ready to decommission?,,A room,A18-Y,1,1,,,Y,Y,
0269,DDC1-IPS-ASW4,DDC1-IPS-DSW1,JPE16190421,10.254.146.171,Arista,DCS-7050QX-32,4.16.7M,arista_eos,Switch,Physical,,Yes,121,28,9,POD 2 - OC,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,"Et1/3                          up             up       BU9077 DDCNTAPCL07A e0e
Et2/2                          up             up       BU8000-DDCNTAPCL04G-e4h
Et2/3                          up             up       BU8000-DDCNTAPCL04H-e4h
Et2/4                          up             up       BU9077 DDCNTAPCL07B e0e
Et3/1                          up             up       BU9077 MMSSCESX001 S4-P2
Et3/2                          up             up       BU9077 MMSSCESX002 S4-P2
Et3/3                          up             up       BU9077 MMSSCESX003 S4-P2
Et3/4                          up             up       BU9077 MMSSCESX004 S4-P2
Et4/1                          up             up       DDCNTAPCL09A-e4h
Et4/2                          up             up       DDCNTAPCL09B-e4h
Et4/3                          up             up       DDCNTAPCL09C-e4h
Et4/4                          up             up       DDCNTAPCL09D-e4h
Et5/1                          up             up       BU9077 DDCNTAPCL07A e2a
Et5/2                          up             up       BU9077 DDCNTAPCL07B e2a",10.October,,AHEAD,01.Operational,,,,Storage left?,,A room,A18-X,2,1,,,Y,Y,
0270,DDC1-IPS-DSW1,DDC1-IPS-DSW2,JPE16171610,10.254.146.172,Arista,DCS-7050QX-32,4.16.7M,arista_eos,Switch,Physical,,Yes,121,28,11,POD 2 - OC,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,"Et1/3                          up             up       BU9077 DDCNTAPCL07A e1a
Et2/2                          up             up       BU8000-DDCNTAPCL04G-e8f
Et2/3                          up             up       BU8000-DDCNTAPCL04H-e8f
Et2/4                          up             up       BU9077 DDCNTAPCL07B e0e
Et3/1                          up             up       BU9077 MMSSCESX001 S9-P2
Et3/2                          up             up       BU9077 MMSSCESX002 S9-P2
Et3/3                          up             up       BU9077 MMSSCESX003 S9-P2
Et3/4                          up             up       BU9077 MMSSCESX004 S9-P2
Et4/1                          up             up       DDCNTAPCL09A-e8h
Et4/2                          up             up       DDCNTAPCL09B-e8h
Et4/3                          up             up       DDCNTAPCL09C-e8h
Et4/4                          up             up       DDCNTAPCL09D-e8h
Et5/1                          up             up       BU9077 DDCNTAPCL07A e1b
Et5/3                          up             up       BU9077 DDCNTAPCL07B e1b",10.October,,AHEAD,01.Operational,,,,Storage left?,,A room,A18-X,1,1,,,Y,Y,
0271,DDC1-IPS-DSW2,DDC1-ISP-N7K1,FXS2039Q0M6,10.254.146.169,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Virtual,DDC1-ISP-N7K1,Yes,86,66,66,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E15-P,20,9,,,Y,Y,
0272,DDC1-ISP-ASW1,DDC1-ISP-N7K2,FXS2040Q1KT,10.254.146.170,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Virtual,DDC1-ISP-N7K2,Yes,85,66,64,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E16-P,20,9,,,Y,Y,
0273,DDC1-ISP-ASW2,DDC1-ISP-N7K1,FXS2039Q0M6,10.254.146.167,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Virtual,DDC1-ISP-N7K1,Yes,86,69,66,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E15-P,20,9,,,Y,Y,
0274,DDC1-ISP-DSW1,DDC1-ISP-N7K2,FXS2040Q1KT,10.254.146.168,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Virtual,DDC1-ISP-N7K2,Yes,85,69,64,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E16-P,20,9,,,Y,Y,
0275,DDC1-ISP-DSW2,DDC1-ISP-N7K1,FXS2039Q0M6,10.254.146.165,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Physical,DDC1-ISP-N7K1,Yes,86,66,66,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E15-P,20,9,,,Y,Y,
0276,DDC1-ISP-N7K1,DDC1-ISP-N7K2,FXS2040Q1KT,10.254.146.166,Cisco Systems Inc,N77-C7706,7.3(1)D1(1),cisco_nxos,Switch,Physical,DDC1-ISP-N7K2,Yes,85,66,64,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,Remain until sold,,AHEAD,01.Operational,,,,,,E room,E16-P,20,9,,,Y,Y,
0277,DDC1-ISP-N7K2,DDC1-ITE-DSW1,SSI16430B76,10.254.146.59,Cisco Systems Inc,N5K-C5548UP,7.3(11)N1(1),cisco_nxos,Switch,Physical,ITE-DSW1,Yes,93,26,25,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,A room,A10-AE,43,1,,,Y,Y,
0278,DDC1-ITE-DSW1,DDC1-ITE-DSW2,SSI16430B0D,10.254.146.60,Cisco Systems Inc,N5K-C5548UP,7.3(11)N1(1),cisco_nxos,Switch,Physical,ITE-DSW2,Yes,93,26,25,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,A room,A10-AE,40,1,,,Y,Y,
0279,DDC1-ITE-DSW2,DDC1-MAN-ASW1,JAE171707QC,10.254.146.7,Cisco Systems Inc,WS-C4500X-32,03.04.04.SG,cisco_ios,Switch,Physical,,Yes,35,8,9,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E13-AC,34,1,,,Y,Y,
0280,DDC1-MAN-ASW1,DDC1-MAN-ASW2,JAE173108NN,10.254.146.8,Cisco Systems Inc,WS-C4500X-32,03.04.04.SG,cisco_ios,Switch,Physical,,Yes,34,7,8,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E14-AC,34,1,,,Y,Y,
0281,DDC1-MAN-ASW2,DDC1-MDFA1-OSW1,Q4ATAHTFXUFT,143.112.191.241,Cisco Systems Inc,Meraki MS210-48,,cisco_ios,Switch,Physical,"DDC1-MDFE1-OOB??
Old BreakGlass network",No,,1,1,,CIT: Corporate Information Technology,network_data_edge,David Craig,Decom,eWaste,Decom & eWaste,Darshan Patel,,,07.July Week-03,31-Jul-26,Manjesh Michael,05.ScreamTest,,RITM1665129,01.Work In Progress,"Extended scream test is in progress.
Upstream Connected Switch: 29 TOTAL --->
Ports active - Y: 1/1, 1/5, 1/6, 1/7, 1/23-1/47
Console on: NONE
Not able to ping; Bhupendra.Niroula@McKesson.com",YES,E room,E14-F,38,1,,,Only,,
0282,DDC1-MDFA1-OSW1,DDC1-MDFA1-RSW2,FDO23190CC1,10.254.146.3,Cisco Systems Inc,N9K-C93180YC-EX,10.2(6),cisco_nxos,Switch,Physical,,Yes,81,24,18,,CORP: Corporate,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,TELCO,T5-U,22,1,,,Y,Y,
0283,DDC1-MDFA1-RSW1,DDC1-MDFA1-RSW1,FDO23190EU4,10.254.146.4,Cisco Systems Inc,N9K-C93180YC-EX,10.2(6),cisco_nxos,Switch,Physical,,Yes,81,23,23,,CORP: Corporate,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,TELCO,T5-U,23,1,,,Y,Y,
0284,DDC1-MDFA1-RSW2,DDC1-MDFE1-N7K1,TBM14278918,10.254.146.1,Cisco Systems Inc,N7K-C7010,,cisco_nxos,Switch,Virtual,DDC1-MDFE1-N7K1,Yes,392,259,235,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,VDC of DDC1-MDFE1-N7K1,,E room,E15-AC,3,21,,,Y,Y,
0285,DDC1-MDFE1-DSW1,DDC1-MDFE1-N7K2,JAF1417DLPP,10.254.146.2,Cisco Systems Inc,N7K-C7010,,cisco_nxos,Switch,Virtual,DDC1-MDFE1-N7K2,Yes,392,259,235,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,VDC of DDC1-MDFE1-N7K2,,E room,E16-AC,3,21,,,Y,Y,
0286,DDC1-MDFE1-DSW2,DDC1-MDFE1-LSW01,HBG25370FJX,100.126.1.39,Arista,DCS-7050SX3-48YC8C-R,,arista_eos,Switch,Physical,DDA11 Remote Leaf,,,1,1,,,network_data_core,Colby Mosby,Remove,Ship to SJO1,Remove & Ship to SJO1,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,Send to SJO1 as Remote Leaf for that migration,YES,E Room,E11-K,42,1,,,,,
0287,DDC1-MDFE1-LSW01,DDC1-MDFE1-LSW02,HBG25370FJL,100.126.1.40,Arista,DCS-7050SX3-48YC8C-R,,arista_eos,Switch,Physical,DDA11 Remote Leaf,,,1,1,,,network_data_core,Colby Mosby,Remove,Ship to SJO1,Remove & Ship to SJO1,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,Send to SJO1 as Remote Leaf for that migration,YES,E Room,E10-K,42,1,,,,,
0288,DDC1-MDFE1-LSW02,DDC1-MDFE1-N7K1,TBM14278918,10.254.146.9,Cisco Systems Inc,N7K-C7010,,cisco_nxos,Switch,Physical,DDC1-MDFE1-N7K1,Yes,392,259,235,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E15-AC,3,21,,,Y,Y,
0289,DDC1-MDFE1-N7K1,DDC1-MDFE1-N7K2,JAF1417DLPP,10.254.146.10,Cisco Systems Inc,N7K-C7010,,cisco_nxos,Switch,Physical,DDC1-MDFE1-N7K2,Yes,392,259,235,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E16-AC,3,21,,,Y,Y,
0290,DDC1-MDFE1-N7K2,ddc1-msw-dsw1,FOC1435W0UD,10.254.118.252,Cisco Systems Inc,WS-C3750G-48TS-S,,cisco_ios,Switch,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E15-AC,44,1,,,Y,Y,
0291,DDC1-MSW-DSW1,ddc1-msw-dsw2,FOC1426W1JZ,10.254.118.253,Cisco Systems Inc,WS-C3750G-48TS-S,,cisco_ios,Switch,Physical,,Yes,,1,1,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,eWaste,Decom  & eWaste,Max Many / Shawn Walker,6/5/2026,,11.November,,AHEAD,01.Operational,,,,,,E room,E16-AC,44,1,,,Y,Y,
0292,DDC1-MSW-DSW2,DDC1-OFF-ASW1,FOX083302TY,10.7.8.26,Cisco Systems Inc,WS-C4506,12.2(53)SG2,cisco_ios,Switch,Physical,Office,Yes,198,21,22,,CIT: Corporate Information Technology,network_data_edge,David Craig,Decom ,eWaste,Decom  & eWaste,Darshan Patel,,,12.December,,AHEAD,01.Operational,,,,,,Office IDF,2nd floor IDF,0,14,,,Y,Y,
0293,DDC1-OFF-ASW1,DDC1-OFF-ASW2,FOX1239GAEK,10.7.8.20,Cisco Systems Inc,WS-C4506-E,12.2(53)SG1,cisco_ios,Switch,Physical,Office,Yes,197,22,16,,CIT: Corporate Information Technology,network_data_edge,David Craig,Decom ,eWaste,Decom  & eWaste,Darshan Patel,,,12.December,,AHEAD,01.Operational,,,,,,Office IDF,2nd floor IDF,0,14,,,Y,Y,
0294,DDC1-OFF-ASW2,DDC1-PCIDMZ-ASW3,FDO23341BCZ,192.168.159.241,Cisco Systems Inc,NEXUS9000 C9348GC-FXP,,cisco_nxos,Switch,Physical,,Console,,1,1,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,"no AAA, no SSH, no VTY config but accessible via console only",,A room,A41-W,26,1,,,Y,Y,
0295,DDC1-PCIDMZ-ASW3,DDC1-PCIDMZ-ASW4,FDO233415XT,192.168.159.242,Cisco Systems Inc,NEXUS9000 C9348GC-FXP,,cisco_nxos,Switch,Physical,,Console,,1,1,,CIT: Corporate Information Technology,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,"no AAA, no SSH, no VTY config but accessible via console only",,A room,A41-W,25,1,,,Y,Y,
0296,DDC1-PCIDMZ-ASW4,DDC1-POD4-BSW1,FLM282003H9,10.254.118.60,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,71,18,18,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AH,41,1,,,Y,Y,
0297,DDC1-POD4-BSW1,DDC1-POD4-BSW2,FLM282003C5,10.254.118.61,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,71,18,18,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AH,40,1,,,Y,Y,
0298,DDC1-POD4-BSW2,DDC1-POD4-LSW10,FDO284910P1,10.8.32.5,Cisco Systems Inc,N9K-C93180YC-FX3,10.3(5),cisco_nxos,Switch,Physical,,Yes,70,43,37,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AE,43,1,,,Y,Y,
0299,DDC1-POD4-LSW10,DDC1-POD4-LSW11,FDO28490UE2,10.8.32.6,Cisco Systems Inc,N9K-C93180YC-FX3,10.3(5),cisco_nxos,Switch,Physical,,Yes,70,42,21,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AF,44,1,,,Y,Y,
0300,DDC1-POD4-LSW11,DDC1-POD4-LSW12,FDO284910HE,10.8.32.7,Cisco Systems Inc,N9K-C93180YC-FX3,10.3(5),cisco_nxos,Switch,Physical,,Yes,70,43,21,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AF,43,1,,,Y,Y,
0301,DDC1-POD4-LSW12,DDC1-POD4-LSW13,FDO284910PP,10.8.32.8,Cisco Systems Inc,N9K-C93180YC-FX3,10.3(5),cisco_nxos,Switch,Physical,,Yes,70,19,13,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AG,44,1,,,Y,Y,
0302,DDC1-POD4-LSW13,DDC1-POD4-LSW14,FDO28490UFE,10.8.32.9,Cisco Systems Inc,N9K-C93180YC-FX3,10.3(5),cisco_nxos,Switch,Physical,,Yes,70,19,13,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AG,43,1,,,Y,Y,
0303,DDC1-POD4-LSW14,DDC1-POD4-LSW3,FLM2811008W,10.254.118.62,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,72,31,31,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AB,44,1,,,Y,Y,
0304,DDC1-POD4-LSW3,DDC1-POD4-LSW4,FLM2810079Y,10.254.118.63,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,70,31,31,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AB,43,1,,,Y,Y,
0305,DDC1-POD4-LSW4,DDC1-POD4-LSW5,FLM281104NH,10.254.118.64,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,70,52,15,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AC,44,1,,,Y,Y,
0306,DDC1-POD4-LSW5,DDC1-POD4-LSW6,FLM281104RW,10.254.118.65,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,70,52,15,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AC,43,1,,,Y,Y,
0307,DDC1-POD4-LSW6,DDC1-POD4-LSW7,FLM281104MB,10.254.118.66,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,70,45,35,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,09.September,,AHEAD,01.Operational,,,,,,A room,A26-AD,44,1,,,Y,Y,
0308,DDC1-POD4-LSW7,DDC1-POD4-LSW8,FLM281104EJ,10.254.118.67,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,70,47,35,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,09.September,,AHEAD,01.Operational,,,,,,A room,A26-AD,43,1,,,Y,Y,
0309,DDC1-POD4-LSW8,DDC1-POD4-LSW9,FDO284910HJ,10.8.32.4,Cisco Systems Inc,N9K-C93108TC-FX3P,,cisco_nxos,Switch,Physical,,Yes,70,30,37,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AE,44,1,,,Y,Y,
0310,DDC1-POD4-LSW9,DDC1-POD4-MGMT-01,FVH28434C4H,10.8.32.10,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,20,19,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AB,22,1,,,Y,Y,
0311,DDC1-POD4-MGMT-01,DDC1-POD4-MGMT-02,FVH28431G20,10.8.32.11,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,44,3,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AC,22,1,,,Y,Y,
0312,DDC1-POD4-MGMT-02,DDC1-POD4-MGMT-03,FVH28434C4F,10.8.32.12,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,36,23,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AD,22,1,,,Y,Y,
0313,DDC1-POD4-MGMT-03,DDC1-POD4-MGMT-04,FVH28434CCE,10.8.32.13,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,34,28,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AE,22,1,,,Y,Y,
0314,DDC1-POD4-MGMT-04,DDC1-POD4-MGMT-05,FVH28434CT2,10.8.32.14,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,34,12,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AF,22,1,,,Y,Y,
0315,DDC1-POD4-MGMT-05,DDC1-POD4-MGMT-05,FVH28434CS2,10.8.32.15,Cisco Systems Inc,C9200L-48T-4X,17.12.04,cisco_ios,Switch,Physical,,Yes,56,10,4,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AG,22,1,,,Y,Y,
0316,DDC1-POD4-MGMT-06,DDC1-POD4-SSW1,FLM282105Y0,10.254.118.58,Cisco Systems Inc,N9K-C9336C-FX2,10.2(6),cisco_nxos,Switch,Physical,,Yes,41,17,17,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AH,43,1,,,Y,Y,
0317,DDC1-POD4-SSW1,DDC1-POD4-SSW2,FLM282105U0,10.254.118.59,Cisco Systems Inc,N9K-C9336C-FX2,10.2(6),cisco_nxos,Switch,Physical,,Yes,41,17,17,POD 4 - SAP PROD,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,Rubrik,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AH,42,1,,,Y,Y,
0318,DDC1-POD4-SSW2,DDC1-POD5-BSW1,FLM282003DE,10.254.118.78,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,81,23,22,POD 5 - SAP DEV,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AI,41,1,,,Y,Y,
0319,DDC1-POD5-BSW1,DDC1-POD5-BSW2,FLM28190123,10.254.118.79,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,81,23,22,POD 5 - SAP DEV,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,,10.October,,AHEAD,01.Operational,,,,,,A room,A26-AI,40,1,,,Y,Y,
0320,DDC1-POD5-BSW2,DDC1-POD5-LSW3,FLM28100774,10.254.118.80,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,131,17,17,POD 5 - SAP DEV,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,"interface Ethernet1/1
  description BU9077-ddcdd98001-eth5b
 ",10.October,,AHEAD,01.Operational,,,,,,A room,A29-AD,42,1,,,Y,Y,
0321,DDC1-POD5-LSW3,DDC1-POD5-LSW4,FLM281104MZ,10.254.118.81,Cisco Systems Inc,N9K-C93180YC-FX3,10.2(6),cisco_nxos,Switch,Physical,,Yes,131,18,17,POD 5 - SAP DEV,0,network_data_core,Colby Mosby,Decom ,Restock,Decom  & Restock,Max Many / Shawn Walker,6/5/2026,"interface Ethernet1/1
  description BU9077-ddcdd98002-eth7b
 interface Ethernet1/22
  description BU9077-ddcdd98001-eth7b",10.October,,AHEAD,01.Operational,,,,,,A room,A29-AD,41,1,,,Y,Y,
